panel,region,row_id,decile_median_width,onset_s,n_units
g,DMS,326,,-1.8875000000000004,1
g,DMS,327,,-1.8875000000000004,1
g,DMS,328,,-1.8875000000000004,1
g,DMS,329,,-1.8875000000000004,1
g,DMS,330,,-1.8875000000000004,1
g,DMS,331,,-1.8875000000000004,1
g,DMS,332,,-1.8875000000000004,1
g,DMS,333,,-1.8875000000000004,1
g,DMS,334,,-1.8875000000000004,1
g,DMS,335,,-1.8875000000000004,1
g,DMS,336,,-1.8875000000000004,1
g,DMS,337,,-1.8875000000000004,1
g,DMS,338,,-1.8875000000000004,1
g,DMS,339,,-1.8875000000000004,1
g,DMS,340,,-1.8875000000000004,1
g,DMS,341,,-1.8875000000000004,1
g,DMS,342,,-1.8875000000000004,1
g,DMS,343,,-1.8875000000000004,1
g,DMS,344,,-1.8875000000000004,1
g,DMS,345,,-1.8875000000000004,1
g,DMS,346,,-1.8625000000000005,1
g,DMS,347,,-1.8625000000000005,1
g,DMS,348,,-1.8625000000000005,1
g,DMS,349,,-1.8625000000000005,1
g,DMS,350,,-1.8625000000000005,1
g,DMS,351,,-1.8625000000000005,1
g,DMS,352,,-1.8625000000000005,1
g,DMS,353,,-1.8625000000000005,1
